Cause,Donor_Name,Amount,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,National Geographic Society,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,One Architecture,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Permian Global,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Total Uganda,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Arcadia – a charitable fund of Lisbet Rausing and Peter Baldwin,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,AVINA Americas,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Climate and Land Use Alliance,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,DOB Ecology,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,"Fundacion Vida Silvestre Argentina, FVSA – Coca Cola",,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Mava Foundation,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Michael Otto Stiftung,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,RHP Foundation,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Stichting Otter Fonds,,,,,,,,,,,,,,,,,,,,,,,,
Water  Sanitation,Turing Foundation,,,,,,,,,,,,,,,,,,,,,,,,
